category,service,endpoint,method,path,severity,status,cls,tier,rule,problem,expected,evidence,src
data-analytics,eventstreams,eventstreamssetservertype,POST,/v1/instance-groups/{instance_group_id}/resize,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type_name,static
data-analytics,eventstreams,eventstreamsshowrequest,GET,/v1/requests/{request_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,quick-query,updatequickquerydescription,PUT,/v1/quick-query/{quick_query_id}/description,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: description,static
data-analytics,quick-query,updatequickquerydomain,PUT,/v1/quick-query/{quick_query_id}/domain,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: domain,static
data-analytics,quick-query,updatequickquerydscdomain,PUT,/v1/quick-query/{quick_query_id}/dsc-domain,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: dsc_domain,static
data-analytics,quick-query,updatequickqueryengine,PUT,/v1/quick-query/{quick_query_id}/engine,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: cpu, memory, replica",static
data-analytics,searchengine,searchenginecreatecluster,POST,/v1/clusters,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine_version_id, instance_name_prefix, name, subnet_id, timezone",static
data-analytics,searchengine,searchenginecreaterestore,POST,/v1/clusters/{cluster_id}/restore,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: backup_history_number, instance_name_prefix, name",static
data-analytics,searchengine,searchenginepatchminorversion,PUT,/v1/clusters/{cluster_id}/patch,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine, software_version",static
data-analytics,searchengine,searchenginesetbackup,POST,/v1/clusters/{cluster_id}/backups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: retention_period_day, starting_time_hour",static
data-analytics,searchengine,searchenginesetmaintenance,POST,/v1/clusters/{cluster_id}/maintenance,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: start_time, term_hour",static
data-analytics,searchengine,searchenginesetservertype,POST,/v1/instance-groups/{instance_group_id}/resize,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type_name,static
data-analytics,searchengine,searchengineshowrequest,GET,/v1/requests/{request_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
data-analytics,vertica,verticacreatecluster,POST,/v1/clusters,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine_version_id, instance_name_prefix, name, subnet_id, timezone",static
data-analytics,vertica,verticacreaterestore,POST,/v1/clusters/{cluster_id}/restore,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: backup_history_number, instance_name_prefix, name",static
data-analytics,vertica,verticasetbackup,POST,/v1/clusters/{cluster_id}/backups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: retention_period_day, starting_time_hour",static
data-analytics,vertica,verticasetmaintenance,POST,/v1/clusters/{cluster_id}/maintenance,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: start_time, term_hour",static
data-analytics,vertica,verticasetservertype,POST,/v1/instance-groups/{instance_group_id}/resize,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type_name,static
data-analytics,vertica,verticashowrequest,GET,/v1/requests/{request_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
database,cachestore,cachestorecreatecluster,POST,/v1/clusters,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine_version_id, instance_name_prefix, name, subnet_id, timezone",static
database,cachestore,cachestorecreaterestore,POST,/v1/clusters/{cluster_id}/restore,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_name_prefix, name, server_type_name",static
database,cachestore,cachestorepatchminorversion,PUT,/v1/clusters/{cluster_id}/patch,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine, software_version",static
database,cachestore,cachestoresetbackup,POST,/v1/clusters/{cluster_id}/backups,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: retention_period_day, starting_time_hour",static
database,cachestore,cachestoresetmaintenance,POST,/v1/clusters/{cluster_id}/maintenance,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: start_time, term_hour",static
database,cachestore,cachestoresetservertype,POST,/v1/instance-groups/{instance_group_id}/resize,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: server_type_name,static
database,cachestore,cachestoreshowrequest,GET,/v1/requests/{request_id},yellow,yellow,규격,본문,notfound-inconsistent,"형식이 유효한 존재하지-않는 id 조회에 404가 아닌 400/403 반환 — 클라이언트가 ""형식 오류/권한 문제/부재""를 구분할 수 없음. 참고: 같은 플랫폼에서 199개 API는 404를 반환하므로 통일 필요",부재 리소스는 404로 통일 (또는 은닉 정책이라면 플랫폼 전체 일관 + 문서화),non-existent id -> 400 (not 404),runtime
database,cachestore,cachestoreswitchovercluster,POST,/v1/clusters/{cluster_id}/switchover,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: switch_host_name,static
database,epas,epascreatecluster,POST,/v1/clusters,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: dbaas_engine_version_id, instance_name_prefix, name, subnet_id, timezone",static
database,epas,epascreateotherregionreplica,POST,/v1/clusters/{cluster_id}/replicas/other-region,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: region, subnet_id",static
database,epas,epascreaterestore,POST,/v1/clusters/{cluster_id}/restore,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: instance_name_prefix, name, server_type_name",static
database,epas,epaspatchminorversion,PUT,/v1/clusters/{cluster_id}/patch,yellow,yellow,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,required fields with no documented constraint: software_version,static
database,epas,epasregisterlogexportconfig,POST,/v1/clusters/{cluster_id}/log-export-configs,yellow,red,문서,본문,undiscoverable-params,필수 파라미터의 값 형식·제약·출처가 API Reference에 없음,필수 필드별 타입·제약·유효값(또는 값을 얻는 조회 API)을 문서에 명시,"required fields with no documented constraint: access_key, bucket_name, log_type, schedule_day_of_month, schedule_frequency_type, schedule_hour, secret_key",static
